Date, Daily Flow Rate , Influent TP (Mass) , Effluent TP (Mass) , Influent Temp ,,Supplements, Influent TP , Effluent TP ,Influent SP,Effluent SP,Influent Temp, Influent SP (Mass) ,Effluent SP (Mass)
, MGD , kg-P/d , kg-P/d , (degrees C) ,,, mg-P/L , mg-P/L ,mg-P/L,mg-P/L,(degrees F), kg-P/d ,kg-P/d
6/10/2013, 890.69 ," 6,396.28 ", 910.34 , 16.72 ,,, 1.90 , 0.27 , 0.60 , 0.13 ,62.1," 2,037.80 ", 421.45 
6/11/2013, 961.32 ," 7,110.95 "," 1,219.06 ", 16.39 ,,, 1.95 , 0.34 , 0.89 , 0.19 ,61.5," 3,254.71 ", 691.41 
6/12/2013, 728.73 ," 14,886.24 "," 1,351.69 ", 16.56 ,,, 5.40 , 0.49 , 0.89 , 0.10 ,61.8," 2,455.94 ", 262.06 
6/13/2013, 939.92 ," 5,698.43 "," 1,174.13 ", 16.78 ,,, 1.60 , 0.33 , 0.50 , 0.14 ,62.2," 1,788.59 ", 480.32 
6/14/2013, 947.78 ," 4,389.93 "," 1,148.07 ", 16.56 ,,, 1.22 , 0.32 , 0.55 , 0.24 ,61.8," 1,970.01 ", 843.11 
6/15/2013, 884.36 ," 9,232.12 ", 736.48 , 16.33 ,,, 2.76 , 0.22 , 0.87 , 0.16 ,61.4," 2,900.40 ", 518.88 
6/16/2013, 764.50 ," 10,040.58 "," 1,461.45 ", 16.56 ,,, 3.47 , 0.51 , 1.19 , 0.10 ,61.8," 3,446.41 ", 289.40 
6/17/2013, 628.10 ," 7,714.40 ", 416.08 , 17.11 ,,, 3.24 , 0.18 , 0.99 , 0.14 ,62.8," 2,358.12 ", 320.98 
6/18/2013, 725.90 ," 5,641.24 ", 370.95 , 17.11 ,,, 2.05 , 0.14 , 0.84 , 0.08 ,62.8," 2,311.18 ", 219.82 
6/19/2013, 598.72 ," 5,505.03 ", 566.59 , 16.89 ,,, 2.43 , 0.25 , 1.17 , 0.19 ,62.4," 2,655.51 ", 419.28 
6/20/2013, 571.95 ," 6,153.27 ", 866.02 , 17.11 ,,, 2.84 , 0.40 , 1.55 , 0.25 ,62.8," 3,348.45 ", 530.44 
6/21/2013, 575.43 ," 5,811.97 ", 413.86 , 17.56 ,,, 2.67 , 0.19 , 1.07 , 0.10 ,63.6," 2,323.30 ", 217.82 
6/22/2013, 565.37 ," 5,279.93 ", 278.22 , 18.06 ,,, 2.47 , 0.13 , 1.07 , 0.05 ,64.5," 2,286.52 ", 96.31 
6/23/2013, 541.53 ," 5,440.83 ", 286.98 , 18.11 ,,, 2.65 , 0.14 , 1.09 , 0.10 ,64.6," 2,232.33 ", 194.74 
6/24/2013, 559.91 ," 5,348.06 ", 349.71 , 18.50 ,,, 2.52 , 0.17 , 1.47 , 0.06 ,65.3," 3,119.86 ", 116.57 
6/25/2013, 622.27 ," 6,767.48 ", 341.55 , 18.83 ,,, 2.87 , 0.15 , 1.20 , 0.08 ,65.9," 2,824.30 ", 176.67 
6/26/2013, 823.10 ," 6,163.56 ", 654.31 , 19.28 ,,, 1.98 , 0.21 , 0.73 , 0.07 ,66.7," 2,258.91 ", 202.52 
6/27/2013, 727.62 ," 7,035.68 ", 592.18 , 19.56 ,,, 2.55 , 0.22 , 0.76 , 0.07 ,67.2," 2,094.95 ", 192.80 
6/28/2013, 948.17 ," 5,983.89 ", 664.00 , 19.44 ,,, 1.67 , 0.19 , 0.38 , 0.14 ,67," 1,348.10 ", 484.54 
6/29/2013, 948.29 ," 4,481.32 ", 520.50 , 18.61 ,,, 1.25 , 0.15 , 0.31 , 0.05 ,65.5," 1,118.54 ", 161.53 
6/30/2013, 948.35 ," 6,238.16 ", 753.88 , 18.22 ,,, 1.74 , 0.21 , 0.43 , 0.08 ,64.8," 1,541.50 ", 287.19 
7/1/2013, 860.12 ," 8,465.66 ", 927.93 , 18.39 ,,, 2.60 , 0.29 , 0.65 , 0.11 ,65.1," 2,107.87 ", 341.87 
7/2/2013, 862.56 ," 5,626.83 ", 604.05 , 17.94 ,,, 1.72 , 0.19 , 0.60 , 0.11 ,64.3," 1,955.17 ", 342.84 
7/3/2013, 729.37 ," 8,001.49 ", 662.63 , 18.17 ,,, 2.90 , 0.24 , 0.82 , 0.15 ,64.7," 2,253.20 ", 414.14 
7/4/2013, 668.08 ," 8,235.77 ", 455.21 , 18.78 ,,, 3.26 , 0.18 , 0.77 , 0.08 ,65.8," 1,959.68 ", 189.67 
7/5/2013, 687.81 ," 7,720.09 ", 702.99 , 19.33 ,,, 2.97 , 0.27 , 0.95 , 0.11 ,66.8," 2,470.35 ", 286.40 
7/6/2013, 682.75 ," 6,720.91 ", 749.50 , 19.28 ,,, 2.60 , 0.29 , 1.00 , 0.15 ,66.7," 2,582.66 ", 374.75 
7/7/2013, 869.10 ," 7,348.27 "," 1,102.11 ", 19.94 ,,, 2.23 , 0.34 , 0.71 , 0.15 ,67.9," 2,351.93 ", 477.03 
7/8/2013, 782.99 ," 7,475.01 ", 518.69 , 19.78 ,,, 2.52 , 0.18 , 0.78 , 0.10 ,67.6," 2,318.97 ", 296.39 
7/9/2013, 950.24 ," 5,079.73 ", 665.45 , 19.33 ,,, 1.41 , 0.19 , 0.42 , 0.05 ,66.8," 1,520.47 ", 179.85 
7/10/2013, 950.73 ," 5,658.88 ", 701.78 , 19.89 ,,, 1.57 , 0.20 , 0.51 , 0.07 ,67.8," 1,846.59 ", 233.93 
7/11/2013, 892.77 ," 5,216.24 ", 422.44 , 19.28 ,,, 1.54 , 0.13 , 0.39 , 0.02 ,66.7," 1,317.66 ", 50.69 
7/12/2013, 668.50 ," 6,844.31 ", 455.49 , 19.33 ,,, 2.70 , 0.18 , 0.84 , 0.08 ,66.8," 2,128.93 ", 202.44 
7/13/2013, 798.74 ," 6,995.33 ", 771.01 , 19.61 ,,, 2.31 , 0.26 , 0.84 , 0.12 ,67.3," 2,550.68 ", 347.71 
7/14/2013, 679.25 ," 6,066.08 ", 437.11 , 19.72 ,,, 2.36 , 0.17 , 0.92 , 0.09 ,67.5," 2,367.09 ", 231.41 
7/15/2013, 705.50 ," 3,032.99 ", 53.41 , 20.28 ,,, 1.14 , 0.02 , 0.50 , 0.02 ,68.5," 1,338.50 ", 53.41 
7/16/2013, 938.78 ," 7,783.24 ", 675.20 , 21.39 ,,, 2.19 , 0.19 , 0.85 , 0.12 ,70.5," 3,028.43 ", 408.67 
7/17/2013, 910.43 ," 11,338.17 "," 1,188.99 ", 20.78 ,,, 3.29 , 0.35 , 0.86 , 0.12 ,69.4," 2,971.45 ", 413.56 
7/18/2013, 864.26 ," 8,193.36 ", 637.96 , 20.89 ,,, 2.50 , 0.20 , 0.79 , 0.14 ,69.6," 2,595.68 ", 441.66 
7/19/2013, 821.98 ," 10,239.34 "," 1,166.81 ", 21.22 ,,, 3.29 , 0.38 , 2.09 , 0.12 ,70.2," 6,489.36 ", 373.38 
7/20/2013, 937.46 ," 5,769.74 ", 585.53 , 20.89 ,,, 1.63 , 0.17 , 0.50 , 0.05 ,69.6," 1,790.65 ", 177.43 
7/21/2013, 819.89 ," 6,030.28 ", 465.54 , 21.06 ,,, 1.94 , 0.15 , 0.70 , 0.10 ,69.9," 2,185.24 ", 310.36 
7/22/2013, 690.11 ," 7,006.86 ", 640.03 , 21.78 ,,, 2.68 , 0.25 , 1.05 , 0.10 ,71.2," 2,752.11 ", 261.24 
7/23/2013, 799.89 ," 10,198.56 ", 681.28 , 21.22 ,,, 3.37 , 0.23 , 0.88 , 0.07 ,70.2," 2,649.41 ", 211.95 
7/24/2013, 705.53 ," 7,241.10 ", 534.14 , 21.06 ,,, 2.71 , 0.20 , 0.96 , 0.11 ,69.9," 2,562.55 ", 280.42 
7/25/2013, 649.17 ," 7,373.29 ", 417.75 , 21.28 ,,, 3.00 , 0.17 , 1.02 , 0.14 ,70.3," 2,506.75 ", 344.03 
7/26/2013, 641.10 ," 7,664.37 ", 533.90 , 21.33 ,,, 3.16 , 0.22 , 1.56 , 0.13 ,70.4," 3,789.47 ", 315.49 
7/27/2013, 743.35 ," 7,852.95 ", 548.70 , 20.72 ,,, 2.79 , 0.20 , 1.03 , 0.09 ,69.3," 2,886.75 ", 253.25 
7/28/2013, 922.32 ," 7,167.72 ", 541.16 , 19.61 ,,, 2.05 , 0.16 , 0.55 , 0.07 ,67.3," 1,909.06 ", 244.39 
7/29/2013, 675.48 ," 7,162.06 ", 511.39 , 20.50 ,,, 2.80 , 0.20 , 1.11 , 0.16 ,68.9," 2,849.48 ", 396.33 
7/30/2013, 631.12 ," 7,028.12 ", 728.66 , 20.61 ,,, 2.94 , 0.31 , 2.21 , 0.12 ,69.1," 5,274.08 ", 286.69 
7/31/2013, 618.70 ," 6,813.94 ", 526.96 , 20.61 ,,, 2.91 , 0.23 , 1.01 , 0.12 ,69.1," 2,357.03 ", 281.04 
8/1/2013, 786.31 ," 7,165.33 ", 610.18 , 21.00 ,,, 2.41 , 0.21 , 0.86 , 0.09 ,69.8," 2,551.46 ", 253.00 
8/2/2013, 662.72 ," 6,291.69 ", 539.36 , 20.78 ,,, 2.51 , 0.22 , 1.14 , 0.11 ,69.4," 2,847.82 ", 263.41 
8/3/2013, 595.56 ," 6,699.24 ", 349.44 , 20.89 ,,, 2.97 , 0.16 , 1.54 , 0.12 ,69.6," 3,478.57 ", 270.53 
8/4/2013, 579.49 ," 6,513.00 ", 438.72 , 20.67 ,,, 2.97 , 0.20 , 1.57 , 0.09 ,69.2," 3,448.99 ", 186.46 
8/5/2013, 570.13 ," 10,036.57 ", 410.05 , 20.61 ,,, 4.65 , 0.19 , 1.81 , 0.17 ,69.1," 3,904.78 ", 356.10 
8/6/2013, 560.95 ," 6,218.03 ", 573.32 , 20.72 ,,, 2.93 , 0.27 , 1.44 , 0.16 ,69.3," 3,061.98 ", 339.75 
8/7/2013, 556.26 ," 7,474.23 ", 494.83 , 20.50 ,,, 3.55 , 0.24 , 1.99 , 0.13 ,68.9," 4,199.31 ", 273.74 
8/8/2013, 506.33 ," 10,131.85 ", 852.91 , 20.56 ,,, 5.29 , 0.45 , 1.84 , 0.31 ,69," 3,529.72 ", 594.16 
8/9/2013, 519.40 ," 5,368.97 ", 717.65 , 20.61 ,,, 2.73 , 0.37 , 1.34 , 0.15 ,69.1," 2,631.30 ", 294.92 
8/10/2013, 494.85 ," 5,402.36 ", 721.19 , 20.78 ,,, 2.88 , 0.39 , 1.56 , 0.26 ,69.4," 2,916.97 ", 487.04 
8/11/2013, 478.18 ," 5,567.37 "," 1,475.24 ", 20.78 ,,, 3.08 , 0.82 , 1.57 , 0.57 ,69.4," 2,847.67 "," 1,031.77 "
8/12/2013, 744.75 ," 8,175.31 "," 2,706.40 ", 20.67 ,,, 2.90 , 0.96 , 1.10 , 0.60 ,69.2," 3,103.91 "," 1,691.50 "
8/13/2013, 833.23 ," 6,371.59 "," 1,088.16 ", 20.50 ,,, 2.02 , 0.35 , 0.78 , 0.26 ,68.9," 2,466.82 ", 820.06 
8/14/2013, 617.90 ," 6,842.98 ", 912.21 , 21.06 ,,, 2.93 , 0.39 , 1.15 , 0.31 ,69.9," 2,690.32 ", 725.09 
8/15/2013, 510.35 ," 5,083.37 ", 821.05 , 20.61 ,,, 2.63 , 0.43 , 1.39 , 0.34 ,69.1," 2,679.14 ", 647.18 
8/16/2013, 505.35 ," 5,241.25 "," 1,090.37 ", 20.61 ,,, 2.74 , 0.57 , 1.48 , 0.43 ,69.1," 2,822.15 ", 813.00 
8/17/2013, 500.16 ," 4,670.81 "," 1,410.52 ", 20.56 ,,, 2.47 , 0.75 , 1.51 , 0.52 ,69," 2,867.24 ", 984.52 
8/18/2013, 497.71 ," 5,833.37 "," 1,836.94 ", 20.61 ,,, 3.10 , 0.98 , 1.53 , 0.76 ,69.1," 2,887.67 "," 1,431.87 "
8/19/2013, 490.78 ," 6,617.08 "," 2,340.82 ", 21.11 ,,, 3.56 , 1.26 , 1.99 , 1.01 ,70," 3,692.92 "," 1,876.37 "
8/20/2013, 530.50 ," 7,867.36 "," 2,309.38 ", 21.39 ,,, 3.92 , 1.15 , 2.18 , 0.88 ,70.5," 4,370.55 "," 1,757.14 "
8/21/2013, 533.83 ," 7,311.46 ", 808.30 , 20.89 ,,, 3.62 , 0.40 , 1.92 , 0.26 ,69.6," 3,871.34 ", 515.29 
8/22/2013, 536.01 ," 7,486.70 ", 984.08 , 20.56 ,,, 3.69 , 0.49 , 1.75 , 0.31 ,69," 3,545.11 ", 618.85 
8/23/2013, 514.91 ," 7,760.68 "," 1,033.04 ", 21.33 ,,, 3.98 , 0.53 , 2.18 , 0.22 ,70.4," 4,253.01 ", 428.81 
8/24/2013, 555.07 ," 5,224.75 ", 703.89 , 21.61 ,,, 2.49 , 0.34 , 1.71 , 0.19 ,70.9," 3,592.57 ", 399.22 
8/25/2013, 499.90 ," 7,039.46 ", 510.93 , 21.33 ,,, 3.72 , 0.27 , 1.57 , 0.12 ,70.4," 2,980.04 ", 227.08 
8/26/2013, 505.37 ," 6,328.46 ", 707.82 , 22.06 ,,, 3.31 , 0.37 , 1.66 , 0.24 ,71.7," 3,184.41 ", 449.56 
8/27/2013, 681.72 ," 9,281.05 ", 864.49 , 22.33 ,,, 3.60 , 0.34 , 1.39 , 0.17 ,72.2," 3,584.68 ", 425.80 
8/28/2013, 644.78 ," 10,236.50 ", 707.82 , 22.00 ,,, 4.19 , 0.29 , 1.13 , 0.14 ,71.6," 2,754.38 ", 329.50 
8/29/2013, 604.85 ," 7,392.48 ", 767.02 , 21.89 ,,, 3.23 , 0.34 , 1.46 , 0.18 ,71.4," 3,344.67 ", 412.13 
8/30/2013, 522.22 ," 6,805.71 ", 859.91 , 21.89 ,,, 3.44 , 0.44 , 1.95 , 0.23 ,71.4," 3,860.48 ", 444.78 
8/31/2013, 943.84 ," 7,043.41 "," 1,125.43 ", 22.17 ,,, 1.97 , 0.32 , 0.57 , 0.10 ,71.9," 2,046.86 ", 357.28 
9/1/2013, 888.84 ," 5,148.86 ", 975.74 , 22.00 ,,, 1.53 , 0.29 , 0.54 , 0.14 ,71.6," 1,812.18 ", 471.05 
9/2/2013, 837.47 ," 5,982.44 ", 855.95 , 21.78 ,,, 1.89 , 0.27 , 0.92 , 0.24 ,71.2," 2,927.02 ", 760.84 
9/3/2013, 620.03 ," 5,799.32 ", 621.97 , 21.50 ,,, 2.47 , 0.27 , 0.97 , 0.16 ,70.7," 2,274.76 ", 375.53 
9/4/2013, 560.08 ," 5,512.58 ", 519.44 , 21.61 ,,, 2.60 , 0.25 , 1.29 , 0.17 ,70.9," 2,736.68 ", 349.82 
9/5/2013, 578.44 ," 6,109.99 ", 853.96 , 22.06 ,,, 2.79 , 0.39 , 1.23 , 0.28 ,71.7," 2,684.07 ", 602.15 
9/6/2013, 554.45 ," 5,982.85 "," 1,689.54 ", 21.78 ,,, 2.85 , 0.81 , 1.36 , 0.47 ,71.2," 2,852.70 ", 986.44 
9/7/2013, 565.50 ," 5,093.65 "," 1,562.67 ", 21.89 ,,, 2.38 , 0.73 , 1.57 , 0.57 ,71.4," 3,357.81 "," 1,209.46 "
9/8/2013, 586.62 ," 7,685.68 "," 1,454.49 ", 21.67 ,,, 3.46 , 0.66 , 1.59 , 0.47 ,71," 3,541.40 "," 1,032.57 "
9/9/2013, 450.01 ," 5,013.35 "," 1,473.51 ", 21.83 ,,, 2.94 , 0.87 , 1.85 , 0.61 ,71.3," 3,142.92 "," 1,039.12 "
9/10/2013, 517.24 ," 6,182.27 "," 1,537.00 ", 22.22 ,,, 3.16 , 0.79 , 1.57 , 0.45 ,72," 3,069.69 ", 871.29 
9/11/2013, 568.49 ," 6,770.46 "," 1,743.08 ", 21.56 ,,, 3.15 , 0.81 , 1.47 , 0.54 ,70.8," 3,165.52 "," 1,151.29 "
9/12/2013, 825.36 ," 5,432.56 "," 1,046.65 ", 22.11 ,,, 1.74 , 0.34 , 0.76 , 0.12 ,71.8," 2,378.23 ", 359.30 
9/13/2013, 666.41 ," 6,611.06 ", 782.02 , 21.72 ,,, 2.62 , 0.31 , 0.94 , 0.11 ,71.1," 2,382.88 ", 264.88 
9/14/2013, 532.33 ," 7,559.58 ", 836.26 , 21.56 ,,, 3.75 , 0.42 , 1.12 , 0.20 ,70.8," 2,256.08 ", 392.94 
9/15/2013, 517.19 ," 6,441.31 ", 763.54 , 21.39 ,,, 3.29 , 0.39 , 1.52 , 0.18 ,70.5," 2,984.64 ", 342.61 
9/16/2013, 490.47 ," 6,529.88 ", 770.49 , 21.39 ,,, 3.52 , 0.42 , 1.42 , 0.27 ,70.5," 2,635.09 ", 501.28 
9/17/2013, 536.57 ," 7,291.35 ", 934.32 , 21.22 ,,, 3.59 , 0.46 , 1.61 , 0.27 ,70.2," 3,265.04 ", 538.25 
9/18/2013, 535.30 ," 7,985.81 ", 526.85 , 21.11 ,,, 3.94 , 0.26 , 1.28 , 0.12 ,70," 2,588.65 ", 233.03 
9/19/2013, 540.18 ," 7,549.64 ", 991.73 , 21.39 ,,, 3.69 , 0.49 , 1.88 , 0.28 ,70.5," 3,851.40 ", 562.32 
9/20/2013, 851.09 ," 7,900.58 "," 2,287.41 ", 20.61 ,,, 2.45 , 0.71 , 0.82 , 0.37 ,69.1," 2,632.77 "," 1,192.03 "
9/21/2013, 934.80 ," 6,477.74 "," 1,026.19 ", 20.39 ,,, 1.83 , 0.29 , 0.71 , 0.11 ,68.7," 2,518.06 ", 371.55 
9/22/2013, 902.21 ," 8,417.48 ", 973.34 , 20.39 ,,, 2.46 , 0.29 , 1.57 , 0.15 ,68.7," 5,346.17 ", 495.21 
9/23/2013, 733.95 ," 8,689.62 ", 861.27 , 20.22 ,,, 3.13 , 0.31 , 1.58 , 0.24 ,68.4," 4,376.62 ", 666.79 
9/24/2013, 554.09 ," 7,592.30 ", 503.38 , 20.72 ,,, 3.62 , 0.24 , 1.33 , 0.22 ,69.3," 2,779.10 ", 450.95 
9/25/2013, 584.53 ," 7,491.25 ", 575.30 , 20.89 ,,, 3.39 , 0.26 , 1.91 , 0.17 ,69.6," 4,230.20 ", 376.16 
9/26/2013, 591.93 ," 6,428.79 "," 1,187.57 ", 21.00 ,,, 2.87 , 0.53 , 1.71 , 0.31 ,69.8," 3,832.27 ", 683.41 
9/27/2013, 579.20 ," 6,326.52 "," 3,354.56 ", 21.61 ,,, 2.89 , 1.53 , 1.54 , 0.95 ,70.9," 3,370.56 "," 2,071.93 "
9/28/2013, 568.96 ," 6,829.11 "," 1,496.86 ", 21.33 ,,, 3.17 , 0.70 , 1.50 , 0.30 ,70.4," 3,229.98 ", 635.36 
9/29/2013, 597.43 ," 8,234.23 "," 1,300.38 ", 21.06 ,,, 3.64 , 0.58 , 2.29 , 0.43 ,69.9," 5,184.78 ", 972.46 
9/30/2013, 550.04 ," 6,274.07 ", 926.55 , 21.06 ,,, 3.01 , 0.45 , 1.72 , 0.17 ,69.9," 3,579.38 ", 353.96 
10/1/2013, 539.94 ," 5,955.85 ", 807.33 , 21.06 ,,, 2.91 , 0.40 , 1.76 , 0.17 ,69.9," 3,593.13 ", 347.46 
10/2/2013, 554.01 ," 5,779.76 ", 545.26 , 20.67 ,,, 2.76 , 0.26 , 1.55 , 0.15 ,69.2," 3,250.59 ", 304.09 
10/3/2013, 575.65 ," 8,466.09 ", 980.58 , 20.83 ,,, 3.89 , 0.45 , 1.98 , 0.24 ,69.5," 4,304.74 ", 512.08 
10/4/2013, 559.89 ," 6,572.97 ", 529.86 , 21.33 ,,, 3.10 , 0.25 , 1.59 , 0.10 ,70.4," 3,376.45 ", 201.35 
10/5/2013, 724.52 ," 8,282.07 ", 918.77 , 20.89 ,,, 3.02 , 0.34 , 1.16 , 0.21 ,69.6," 3,187.99 ", 562.23 
10/6/2013, 699.60 ," 7,506.03 ", 900.42 , 20.94 ,,, 2.83 , 0.34 , 1.27 , 0.23 ,69.7," 3,351.40 ", 595.86 
10/7/2013, 810.91 ," 6,912.75 "," 1,381.32 ", 20.11 ,,, 2.25 , 0.45 , 0.92 , 0.31 ,68.2," 2,816.97 ", 951.58 
10/8/2013, 644.88 ," 6,578.31 ", 854.39 , 20.94 ,,, 2.69 , 0.35 , 1.38 , 0.22 ,69.7," 3,378.50 ", 524.84 
10/9/2013, 538.85 ," 6,512.79 ", 713.92 , 20.72 ,,, 3.19 , 0.35 , 1.52 , 0.14 ,69.3," 3,101.88 ", 275.37 
10/10/2013, 543.59 ," 7,224.55 ", 658.46 , 20.83 ,,, 3.51 , 0.32 , 1.47 , 0.17 ,69.5," 3,025.83 ", 349.81 
10/11/2013, 528.46 ," 5,850.67 ", 620.13 , 20.72 ,,, 2.92 , 0.31 , 1.67 , 0.20 ,69.3," 3,344.53 ", 400.09 
10/12/2013, 529.00 ," 8,006.95 ", 981.22 , 20.89 ,,, 4.00 , 0.49 , 1.39 , 0.29 ,69.6," 2,787.46 ", 580.72 
10/13/2013, 524.14 ," 7,015.50 "," 1,349.17 ", 20.61 ,,, 3.54 , 0.68 , 1.51 , 0.48 ,69.1," 3,000.72 ", 942.44 
10/14/2013, 498.25 ," 5,744.01 "," 1,357.97 ", 20.33 ,,, 3.05 , 0.72 , 1.06 , 0.50 ,68.6," 2,004.70 ", 933.60 
10/15/2013, 556.42 ," 6,721.12 ", 610.82 , 20.28 ,,, 3.19 , 0.29 , 1.63 , 0.23 ,68.5," 3,440.81 ", 484.44 
10/16/2013, 570.87 ," 7,973.79 ", 799.56 , 20.39 ,,, 3.69 , 0.37 , 1.50 , 0.25 ,68.7," 3,235.63 ", 529.44 
10/17/2013, 594.34 ," 8,705.46 ", 866.18 , 20.22 ,,, 3.87 , 0.39 , 1.54 , 0.26 ,68.4," 3,473.95 ", 584.95 
10/18/2013, 550.01 ," 7,425.03 ", 645.42 , 20.22 ,,, 3.57 , 0.31 , 1.45 , 0.11 ,68.4," 3,028.48 ", 218.61 
10/19/2013, 684.68 ," 9,300.68 ", 699.79 , 19.94 ,,, 3.59 , 0.27 , 1.44 , 0.24 ,67.9," 3,731.93 ", 609.07 
10/20/2013, 576.69 ," 6,130.26 ", 600.32 , 19.83 ,,, 2.81 , 0.28 , 1.33 , 0.17 ,67.7," 2,904.68 ", 371.11 
10/21/2013, 537.89 ," 6,071.27 ", 712.64 , 19.89 ,,, 2.98 , 0.35 , 1.62 , 0.23 ,67.8," 3,306.03 ", 468.31 
10/22/2013, 528.49 ," 6,362.32 ", 600.16 , 19.33 ,,, 3.18 , 0.30 , 1.64 , 0.20 ,66.8," 3,286.69 ", 400.11 
10/23/2013, 511.15 ," 5,419.65 ", 454.70 , 19.00 ,,, 2.80 , 0.24 , 1.76 , 0.20 ,66.2," 3,414.71 ", 386.98 
10/24/2013, 515.48 ," 6,137.03 ", 653.69 , 18.89 ,,, 3.15 , 0.34 , 1.69 , 0.30 ,66," 3,298.87 ", 575.63 
10/25/2013, 504.52 ," 8,062.91 "," 1,155.45 ", 18.67 ,,, 4.22 , 0.61 , 2.45 , 0.33 ,65.6," 4,684.81 ", 630.24 
10/26/2013, 488.78 ," 6,801.01 "," 1,267.40 ", 18.28 ,,, 3.68 , 0.69 , 1.78 , 0.35 ,64.9," 3,284.13 ", 638.32 
10/27/2013, 465.52 ," 6,457.30 ", 995.63 , 18.28 ,,, 3.66 , 0.57 , 2.08 , 0.44 ,64.9," 3,669.02 ", 775.36 
10/28/2013, 443.16 ," 5,625.80 "," 1,367.20 ", 18.56 ,,, 3.35 , 0.82 , 1.88 , 0.49 ,65.4," 3,161.16 ", 813.61 
10/29/2013, 510.38 ," 6,931.54 ", 908.03 , 17.44 ,,, 3.59 , 0.47 , 1.69 , 0.29 ,63.4," 3,261.56 ", 550.61 
10/30/2013, 530.20 ," 7,165.63 ", 772.70 , 17.56 ,,, 3.57 , 0.39 , 1.61 , 0.26 ,63.6," 3,233.10 ", 511.79 
10/31/2013, 919.91 ," 9,785.01 "," 2,002.27 ", 15.89 ,,, 2.81 , 0.58 , 0.67 , 0.33 ,60.6," 2,320.54 "," 1,131.72 "
11/1/2013, 947.04 ," 3,662.02 ", 770.76 , 16.44 ,,, 1.02 , 0.22 , 0.57 , 0.13 ,61.6," 2,058.83 ", 466.04 
11/2/2013, 923.51 ," 5,736.32 ", 699.17 , 16.94 ,,, 1.64 , 0.20 , 0.59 , 0.12 ,62.5," 2,049.26 ", 402.02 
11/3/2013, 785.52 ," 6,029.36 ", 728.51 , 17.06 ,,, 2.03 , 0.25 , 1.09 , 0.13 ,62.7," 3,231.89 ", 386.55 
11/4/2013, 619.69 ," 6,024.92 ", 516.07 , 17.11 ,,, 2.57 , 0.22 , 1.37 , 0.17 ,62.8," 3,215.84 ", 398.78 
11/5/2013, 609.63 ," 6,679.39 ", 519.23 , 17.39 ,,, 2.89 , 0.23 , 1.29 , 0.16 ,63.3," 2,980.62 ", 369.23 
11/6/2013, 678.03 ," 9,013.46 ", 474.82 , 17.11 ,,, 3.51 , 0.19 , 1.17 , 0.13 ,62.8," 3,010.64 ", 320.83 
11/7/2013, 595.06 ," 6,173.11 ", 405.46 , 17.22 ,,, 2.74 , 0.18 , 1.17 , 0.12 ,63," 2,637.96 ", 259.04 
11/8/2013, 576.84 ," 7,591.89 ", 458.55 , 16.67 ,,, 3.48 , 0.21 , 1.53 , 0.13 ,62," 3,340.23 ", 283.87 
11/9/2013, 577.29 ," 7,837.27 ", 524.47 , 16.22 ,,, 3.59 , 0.24 , 1.32 , 0.23 ,61.2," 2,891.78 ", 491.69 
11/10/2013, 564.37 ," 7,210.19 ", 534.09 , 16.00 ,,, 3.38 , 0.25 , 1.91 , 0.22 ,60.8," 4,071.03 ", 470.00 
11/11/2013, 563.78 ," 6,651.69 ", 362.80 , 15.78 ,,, 3.12 , 0.17 , 1.57 , 0.16 ,60.4," 3,346.12 ", 330.79 
11/12/2013, 559.74 ," 6,552.31 ", 519.12 , 15.56 ,,, 3.09 , 0.25 , 1.36 , 0.09 ,60," 2,885.02 ", 190.70 
11/13/2013, 574.66 ," 7,785.85 ", 630.84 , 15.17 ,,, 3.58 , 0.29 , 1.63 , 0.15 ,59.3," 3,544.44 ", 315.42 
11/14/2013, 547.71 ," 8,000.83 ", 642.72 , 14.78 ,,, 3.86 , 0.31 , 1.29 , 0.17 ,58.6," 2,669.16 ", 352.46 
11/15/2013, 539.87 ," 4,455.10 ", 439.38 , 14.50 ,,, 2.18 , 0.22 , 1.00 , 0.12 ,58.1," 2,040.56 ", 245.23 
11/16/2013, 510.51 ," 5,196.23 ", 657.04 , 14.50 ,,, 2.69 , 0.34 , 1.65 , 0.24 ,58.1," 3,197.28 ", 454.13 
11/17/2013, 740.37 ," 8,664.19 "," 1,135.05 ", 14.72 ,,, 3.09 , 0.41 , 1.25 , 0.22 ,58.5," 3,501.27 ", 602.56 
11/18/2013, 950.41 ," 4,058.89 "," 1,888.78 ", 15.00 ,,, 1.13 , 0.53 , 0.72 , 0.24 ,59," 2,578.45 ", 863.44 
11/19/2013, 783.75 ," 5,174.69 ", 801.04 , 14.89 ,,, 1.74 , 0.27 , 0.81 , 0.23 ,58.8," 2,415.86 ", 667.53 
11/20/2013, 657.01 ," 6,668.54 ", 721.25 , 15.06 ,,, 2.68 , 0.29 , 1.35 , 0.26 ,59.1," 3,364.74 ", 634.20 
11/21/2013, 632.27 ," 6,339.60 "," 1,100.96 ", 15.50 ,,, 2.65 , 0.46 , 1.35 , 0.45 ,59.9," 3,229.87 "," 1,065.06 "
11/22/2013, 782.62 ," 6,361.46 ", 977.64 , 15.17 ,,, 2.15 , 0.33 , 1.14 , 0.33 ,59.3," 3,388.26 ", 977.64 
